loss,val_loss,learning_rate
0.34834718704223633,0.34633201360702515,0.00018333194020669907
0.32600075006484985,0.37127113342285156,0.00018333194020669907
0.30863624811172485,0.4703628420829773,0.00018333194020669907
0.29765504598617554,0.33333727717399597,0.00018333194020669907
0.283724308013916,0.3826819062232971,0.00018333194020669907
0.26994073390960693,0.32261961698532104,0.00018333194020669907
0.26420658826828003,0.35574859380722046,0.00018333194020669907
0.2516639530658722,0.45982539653778076,0.00018333194020669907
0.2416342943906784,0.34554171562194824,0.00018333194020669907
0.23461057245731354,0.3394545614719391,0.00018333194020669907
0.22861692309379578,0.3472621738910675,0.00018333194020669907
0.22052495181560516,0.3339277505874634,9.166597010334954e-05
0.22042439877986908,0.3291899561882019,9.166597010334954e-05
0.21634908020496368,0.353310763835907,9.166597010334954e-05
