loss,val_loss,learning_rate
0.23656468093395233,0.34088751673698425,0.0002454557688906789
0.21037369966506958,0.33454424142837524,0.0002454557688906789
0.20292861759662628,0.417938232421875,0.0002454557688906789
0.19179697334766388,0.37145134806632996,0.0002454557688906789
0.1880352795124054,0.33189857006073,0.0002454557688906789
0.17936041951179504,0.363430917263031,0.0002454557688906789
0.17780116200447083,0.3423895835876465,0.0002454557688906789
0.17167441546916962,0.3406357765197754,0.0002454557688906789
0.16524094343185425,0.37691977620124817,0.0002454557688906789
0.16318318247795105,0.32924166321754456,0.0002454557688906789
0.15620394051074982,0.45229586958885193,0.0002454557688906789
0.15284371376037598,0.3622327446937561,0.0002454557688906789
0.1496591418981552,0.33640050888061523,0.0002454557688906789
0.14691162109375,0.4048989713191986,0.0002454557688906789
0.1421242207288742,0.44066381454467773,0.0002454557688906789
0.13740836083889008,0.3753051161766052,0.00012272788444533944
0.13467572629451752,0.3916639983654022,0.00012272788444533944
0.13073015213012695,0.4210669696331024,0.00012272788444533944
0.12967969477176666,0.39825719594955444,0.00012272788444533944
0.12857019901275635,0.37818625569343567,0.00012272788444533944
